127.0.0.1 - - [19/Dec/2022:10:51:27 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:25 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:25 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2359
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:25 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:48 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:48 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2359
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:52:48 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:08 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:08 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2377
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:54 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:54 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:53:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:00 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:00 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2473
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:20 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:20 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2489
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:21 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:21 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:56 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:56 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:55:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:08 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:08 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2476
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:08 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:50 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:50 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2501
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:50 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:50 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:50 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:50 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:51 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:52 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:52 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:56:52 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:57:39 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:57:39 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:57:39 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:57:39 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:57:39 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:57:39 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2465
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:14 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:15 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:16 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:35 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:35 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2437
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:35 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:35 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:35 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:13:58:35 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:02 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:02 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2475
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:19 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:19 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2476
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
